pincode,taluk,districtname,statename
756111,Bhadrak Rural,Bhadrak,ODISHA
756123,Bhadrak,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756126,Similia,Baleswar,ODISHA
756126,Similia,Baleswar,ODISHA
756130,Tihidi,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756134,Similia,Bhadrak,ODISHA
756122,Dhamnagar,Bhadrak,ODISHA
756138,Chandbali,Bhadrak,ODISHA
756116,Bhadrak,Bhadrak,ODISHA
756139,Tihidi,Bhadrak,ODISHA
756137,Dhamnagar,Bhadrak,ODISHA
756166,Similia,Baleswar,ODISHA
756114,Bant,Bhadrak,ODISHA
756113,Bhadrak,Bhadrak,ODISHA
756115,Bant,Bhadrak,ODISHA
756112,Dhamnagar ,Bhadrak,ODISHA
756144,Bant,Bhadrak,ODISHA
756125,Basudevpur,Bhadrak,ODISHA
756125,Basudebpur,Bhadrak,ODISHA
756168,Basudevpur,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756100,Bhadrak Rural,Bhadrak,ODISHA
756101,Bhadrak Rural,Bhadrak,ODISHA
756120,Dhamnagar,Bhadrak,ODISHA
756165,Basudevpur,Bhadrak,ODISHA
756133,Chandbali,Bhadrak,ODISHA
756133,Chandabali,Bhadrak,ODISHA
756101,Bhadrak,Bhadrak,ODISHA
756117,Dhamnagar,Bhadrak,ODISHA
756171,Basudebpur,Bhadrak,ODISHA
756119,Dhamnagar,Bhadrak,ODISHA
756127,Tihidi,Bhadrak,ODISHA
756182,Similia,Baleswar,ODISHA
756162,Basudevpur,Bhadrak,ODISHA
756124,Basudevpur,Bhadrak,ODISHA
751012,Bhubaneswar,Khorda,ODISHA
751013,Bhubaneswar,Khorda,ODISHA
751014,Bhubaneswar,Khorda,ODISHA
752101,Bhubaneswar,Khorda,ODISHA
752102,Bhubaneswar,Khorda,ODISHA
752103,Bhubaneswar,Khorda,ODISHA
752115,Balianta,Khorda,ODISHA
751001,Bhubaneswar,Khorda,ODISHA
751022,Bhubaneswar,Khorda,ODISHA
751020,Bhubaneswar,Khorda,ODISHA
751009,Bhubaneswar,Khorda,ODISHA
751014,Bhubaneswar,Khorda,ODISHA
751009,Bhubaneswar,Khorda,ODISHA
751001,Bhubaneswar,Khorda,ODISHA
751015,Bhubaneswar,Khorda,ODISHA
751016,Bhubaneswar,Khorda,ODISHA
751017,Bhubaneswar,Khorda,ODISHA
751018,Bhubaneswar,Khorda,ODISHA
751019,Bhubaneswar,Khorda,ODISHA
751020,Bhubaneswar,Khorda,ODISHA
751021,Bhubaneswar,Khorda,ODISHA
751022,Bhubaneswar,Khorda,ODISHA
751023,Bhubaneswar,Khorda,ODISHA
751024,Bhubaneswar,Khorda,ODISHA
751030,Bhubaneswar,Khorda,ODISHA
752100,Bhubaneswar,Khorda,ODISHA
751002,Bhubaneswar,Khorda,ODISHA
751003,Bhubaneswar,Khorda,ODISHA
751004,Bhubaneswar,Khorda,ODISHA
751005,Bhubaneswar,Khorda,ODISHA
751006,Bhubaneswar,Khorda,ODISHA
751007,Bhubaneswar,Khorda,ODISHA
751008,Bhubaneswar,Khorda,ODISHA
751009,Bhubaneswar,Khorda,ODISHA
751010,Bhubaneswar,Khorda,ODISHA
751011,Bhubaneswar,Khorda,ODISHA
751002,Bhubaneswar,Khorda,ODISHA
751006,Bhubaneswar,Khorda,ODISHA
751002,Bhubaneswar,Khorda,ODISHA
751001,Bhubaneswar,Khorda,ODISHA
751006,Bhubaneswar,Khorda,ODISHA
751022,Bhubaneswar,Khorda,ODISHA
751001,Bhubaneswar,Khorda,ODISHA
751017,Bhubaneswar,Khorda,ODISHA
751002,Bhubaneswar,Khorda,ODISHA
751007,Bhubaneswar,Khorda,ODISHA
751003,Bhubaneswar,Khorda,ODISHA
751009,Bhubaneswar,Khorda,ODISHA
751007,Bhubaneswar,Khorda,ODISHA
755049,Darpanigarh,Jajapur,ODISHA
755022,Jajpur Road,Jajapur,ODISHA
755011,Jajpur,Jajapur,ODISHA
755012,Jajpur,Jajapur,ODISHA
755043,Jajpur Road,Jajapur,ODISHA
755013,Jajpur,Jajapur,ODISHA
755014,Jajpur,Jajapur,ODISHA
755015,Jajpur Road,Jajapur,ODISHA
755016,Binjharpur,Jajapur,ODISHA
755019,Jajpur Road,Jajapur,ODISHA
755017,Dharmasala,Jajapur,ODISHA
755018,Jajpur Road,Jajapur,ODISHA
754217,Pattamundai,Kendrapara,ODISHA
754219,Aul,Kendrapara,ODISHA
754205,Darpanigarh,Jajapur,ODISHA
754245,Pattamundai,Kendrapara,ODISHA
754218,Pattamundai,Kendrapara,ODISHA
754253,Kendrapara,Kendrapara,ODISHA
754239,Aul,Kendrapara,ODISHA
754208,Salipur,Cuttack,ODISHA
754292,Darpanigarh,Jajapur,ODISHA
754222,Pattamundai,Kendrapara,ODISHA
754240,Pattamundai,Kendrapara,ODISHA
754210,Kendrapara,Kendrapara,ODISHA
754289,Kendrapara,Kendrapara,ODISHA
754214,Kendrapara,Kendrapara,ODISHA
754248,Rajnagar,Kendrapara,ODISHA
754244,Kendrapara,Kendrapara,ODISHA
754223,Kendrapara,Kendrapara,ODISHA
754211,Kendrapara,Kendrapara,ODISHA
754211,Kendrapara,Kendrapara,ODISHA
754246,Pattamundai,Kendrapara,ODISHA
754224,Kendrapara,Kendrapara,ODISHA
754213,Marsaghai,Kendrapara,ODISHA
754216,Pattamundai,Kendrapara,ODISHA
754231,Aul,Kendrapara,ODISHA
754227,Rajkanika,Kendrapara,ODISHA
754228,Kendrapara,Kendrapara,ODISHA
754215,Pattamundai,Kendrapara,ODISHA
754215,Pattamundai,Kendrapara,ODISHA
754220,Rajkanika,Kendrapara,ODISHA
754225,Rajnagar,Kendrapara,ODISHA
754212,Kendrapara,Kendrapara,ODISHA
754250,Kendrapara,Kendrapara,ODISHA
754211,Kendrapara,Kendrapara,ODISHA
755007,Jajpur,Jajapur,ODISHA
755036,Jajpur,Jajapur,ODISHA
755001,Jajpur,Jajapur,ODISHA
755027,Jajpur,Jajapur,ODISHA
755003,Dharmasala,Jajapur,ODISHA
755025,Jajpur Road,Jajapur,ODISHA
755004,Binjharpur,Jajapur,ODISHA
755005,Dharmasala,Jajapur,ODISHA
755044,Darpanigarh,Jajapur,ODISHA
755026,Jajpur Road,Jajapur,ODISHA
755006,Jajpur,Jajapur,ODISHA
755008,Dharmasala,Jajapur,ODISHA
755019,Jajpur Road,Jajapur,ODISHA
755020,Jajpur Road,Jajapur,ODISHA
755061,Aul,Kendrapara,ODISHA
755024,Darpanigarh,Jajapur,ODISHA
755001,Jajpur,Jajapur,ODISHA
755019,Jajpur Road,Jajapur,ODISHA
755001,Jajpur,Jajapur,ODISHA
755050,Dharmasala,Jajapur,ODISHA
755023,Jajpur Road,Jajapur,ODISHA
755009,Jajpur,Jajapur,ODISHA
755010,Dharmasala,Jajapur,ODISHA
755028,Jajpur Road,Jajapur,ODISHA
754137,Jagatsinghpur,Jagatsinghapur,ODISHA
754109,Naugaon,Jagatsinghapur,ODISHA
754139,Ersama,Jagatsinghapur,ODISHA
754106,Jagatsinghapur,Jagatsinghapur,ODISHA
754136,Tirtol,Jagatsinghapur,ODISHA
754162,Tirtol,Jagatsinghapur,ODISHA
754135,Tirtol,Jagatsinghapur,ODISHA
754141,Kujang,Jagatsinghapur,ODISHA
754119,Balikuda,Jagatsinghapur,ODISHA
754114,Jagatsinghpur,Jagatsinghapur,ODISHA
754142,Paradip,Jagatsinghapur,ODISHA
754160,Tirtol,Jagatsinghapur,ODISHA
754104,Jagatsinghapur,Jagatsinghapur,ODISHA
754113,Naugaon,Jagatsinghapur,ODISHA
754142,Kujang,Jagatsinghapur,ODISHA
754145,Paradip,Jagatsinghapur,ODISHA
754132,Jagatsinghpur,Jagatsinghapur,ODISHA
754140,Tirtol,Jagatsinghapur,ODISHA
754143,Paradip,Jagatsinghapur,ODISHA
754103,Jagatsinghapur,Jagatsinghapur,ODISHA
754133,Jagatsinghpur,Jagatsinghapur,ODISHA
754138,Tirtol,Jagatsinghapur,ODISHA
754295,Athagad,Cuttack,ODISHA
754029,Athagad,Cuttack,ODISHA
754200,Salipur,Cuttack,ODISHA
754031,Baramba,Cuttack,ODISHA
754028,Choudwar,Cuttack,ODISHA
754027,Choudwar,Cuttack,ODISHA
754025,Choudwar,Cuttack,ODISHA
754025,Choudwar,Cuttack,ODISHA
754026,Choudwar,Cuttack,ODISHA
754037,Narasinghpur,Cuttack,ODISHA
754071,Choudwar,Cuttack,ODISHA
754022,Tangi Choudwar,Cuttack,ODISHA
754290,Mahanga,Cuttack,ODISHA
754032,Narasinghpur,Cuttack,ODISHA
754035,Tigiria,Cuttack,ODISHA
754201,Salipur,Cuttack,ODISHA
754030,Tigiria,Cuttack,ODISHA
754107,Naugaon,Jagatsinghapur,ODISHA
754102,Jagatsinghapur,Jagatsinghapur,ODISHA
754120,Paradip,Jagatsinghapur,ODISHA
754108,Balikuda,Jagatsinghapur,ODISHA
754111,Jagatsinghpur,Jagatsinghapur,ODISHA
754110,Balikuda,Jagatsinghapur,ODISHA
754294,Jagatsinghapur,Jagatsinghapur,ODISHA
758021,Anandapur,Kendujhar,ODISHA
758021,Anandapur,Kendujhar,ODISHA
758035,Barbil,Kendujhar,ODISHA
758080,Ghatagaon,Kendujhar,ODISHA
758037,Barbil,Kendujhar,ODISHA
758038,Barbil,Kendujhar,ODISHA
758082,Ghatagaon,Kendujhar,ODISHA
758041,Champua,Kendujhar,ODISHA
758078,Hatadihi,Kendujhar,ODISHA
758029,Ghatagaon,Kendujhar,ODISHA
758022,Anandapur,Kendujhar,ODISHA
758015,Anandapur,Kendujhar,ODISHA
758027,Ghatagaon,Kendujhar,ODISHA
758028,Ghatagaon,Kendujhar,ODISHA
758023,Hatadihi,Kendujhar,ODISHA
758083,Hatadihi,Kendujhar,ODISHA
758079,Ghatagaon,Kendujhar,ODISHA
758031,Champua,Kendujhar,ODISHA
758034,Barbil,Kendujhar,ODISHA
758087,Barbil,Kendujhar,ODISHA
758044,Champua,Kendujhar,ODISHA
758002,Keonjhar,Kendujhar,ODISHA
758002,NA,Kendujhar,ODISHA
758001,Keonjhar,Kendujhar,ODISHA
758001,Kendujhar Town,Kendujhar,ODISHA
758001,Keonjhar,Kendujhar,ODISHA
758001,Keonjhar,Kendujhar,ODISHA
758040,Barbil,Kendujhar,ODISHA
758025,Anandapur,Kendujhar,ODISHA
758001,Keonjhar,Kendujhar,ODISHA
758036,Barbil,Kendujhar,ODISHA
758081,Ghatagaon,Kendujhar,ODISHA
758014,Keonjhar,Kendujhar,ODISHA
758013,Keonjhar,Kendujhar,ODISHA
758017,Patna,Kendujhar,ODISHA
758047,Champua,Kendujhar,ODISHA
758016,Patna,Kendujhar,ODISHA
758043,Anandapur,Kendujhar,ODISHA
758020,Anandapur,Kendujhar,ODISHA
758076,Telkoi,Kendujhar,ODISHA
758018,Keonjhar,Kendujhar,ODISHA
758035,Barbil,Kendujhar,ODISHA
758026,Ghatagaon,Kendujhar,ODISHA
758030,Patna,Kendujhar,ODISHA
758019,Telkoi,Kendujhar,ODISHA
758046,Patna,Kendujhar,ODISHA
758045,Patna,Kendujhar,ODISHA
758032,Champua,Kendujhar,ODISHA
764070,Nabarangpur,Nabarangapur,ODISHA
764073,Umerkote,Nabarangapur,ODISHA
764073,Umarkote,Nabarangapur,ODISHA
764055,Jeypore(k),Koraput,ODISHA
764027,Koraput,Koraput,ODISHA
764057,Borigumma,Koraput,ODISHA
764056,Borigumma,Koraput,ODISHA
763008,Damanjodi,Koraput,ODISHA
764028,Koraput,Koraput,ODISHA
763003,Sunabeda,Koraput,ODISHA
764020,Koraput,Koraput,ODISHA
764021,Koraput,Koraput,ODISHA
764011,Koraput,Koraput,ODISHA
765013,Laxmipur,Koraput,ODISHA
764037,Pottangi,Koraput,ODISHA
764014,Narayanpatna,Koraput,ODISHA
763004,Sunabeda,Koraput,ODISHA
764049,Nabarangpur,Nabarangapur,ODISHA
764051,Malkangiri,Malkangiri,ODISHA
764001,Jeypur,Koraput,ODISHA
764043,Jeypore(k),Koraput,ODISHA
764077,Umerkote,Nabarangapur,ODISHA
764052,Chitrakonda,Malkangiri,ODISHA
764072,Umerkote,Nabarangapur,ODISHA
764078,Nabarangpur,Nabarangapur,ODISHA
764001,Jeypur,Koraput,ODISHA
764004,Jeypur,Koraput,ODISHA
764001,Jeypur,Koraput,ODISHA
764001,Jeypur,Koraput,ODISHA
764002,Jeypur,Koraput,ODISHA
765019,Bissamcuttack,Rayagada,ODISHA
764062,Gunupur,Rayagada,ODISHA
765033,Gunupur,Rayagada,ODISHA
765026,Gudari,Rayagada,ODISHA
765022,Gunupur,Rayagada,ODISHA
765017,Rayagada,Rayagada,ODISHA
765017,Rayagada,Rayagada,ODISHA
765034,Gunupur,Rayagada,ODISHA
765016,K.singhpur,Rayagada,ODISHA
765015,Kashipur,Rayagada,ODISHA
765023,Gunupur,Rayagada,ODISHA
765020,Muniguda,Rayagada,ODISHA
765022,Gunupur,Rayagada,ODISHA
765025,Gunupur,Rayagada,ODISHA
765001,Rayagada,Rayagada,ODISHA
765001,Rayagada,Rayagada,ODISHA
765001,Rayagada,Rayagada,ODISHA
765001,Rayagada,Rayagada,ODISHA
765002,Rayagada,Rayagada,ODISHA
765029,Rayagada,Rayagada,ODISHA
765018,Rayagada,Rayagada,ODISHA
765024,Gunupur,Rayagada,ODISHA
764085,Nabarangpur,Nabarangapur,ODISHA
764081,Machkund,Koraput,ODISHA
764042,Machkund,Koraput,ODISHA
764076,Umerkote,Nabarangapur,ODISHA
764041,Machhkund,Koraput,ODISHA
764005,Jeypore(k),Koraput,ODISHA
764047,Malkangiri,Malkangiri,ODISHA
764075,Kodinga,Nabarangapur,ODISHA
764061,Kodinga,Nabarangapur,ODISHA
764058,Kotpad,Koraput,ODISHA
764087,Motu,Malkangiri,ODISHA
764040,Machhkund,Koraput,ODISHA
764045,Malkangiri,Malkangiri,ODISHA
764048,Malkangiri,Malkangiri,ODISHA
764044,Malkangiri,Malkangiri,ODISHA
764063,Nabarangapur,Nabarangapur,ODISHA
764059,Nabarangpur,Nabarangapur,ODISHA
764059,Nabarangapur,Nabarangapur,ODISHA
764071,Kodinga,Nabarangapur,ODISHA
764003,Jeypur,Koraput,ODISHA
764074,Umerkote,Nabarangapur,ODISHA
764086,Malkangiri,Malkangiri,ODISHA
764021,Koraput,Koraput,ODISHA
764038,Pottangi,Koraput,ODISHA
764039,Pottangi,Koraput,ODISHA
763002,Sunabeda,Koraput,ODISHA
763002,Sunabeda,Koraput,ODISHA
764036,Koraput,Koraput,ODISHA
763001,Sunabeda,Koraput,ODISHA
763002,Sunabeda,Koraput,ODISHA
765021,Bissamcuttack,Rayagada,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757055,Rasgovindpur,Mayurbhanj,ODISHA
757104,Khunta,Mayurbhanj,ODISHA
757100,Betnoti,Mayurbhanj,ODISHA
757028,Betnoti,Mayurbhanj,ODISHA
757032,Baripada,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757026,Barsahi,Mayurbhanj,ODISHA
757074,Khunta,Mayurbhanj,ODISHA
757002,Baripada,Mayurbhanj,ODISHA
757083,Barsahi,Mayurbhanj,ODISHA
757002,Baripada,Mayurbhanj,ODISHA
757025,Betnoti,Mayurbhanj,ODISHA
757002,Baripada,Mayurbhanj,ODISHA
757087,Udala,Mayurbhanj,ODISHA
757092,Baripada,Mayurbhanj,ODISHA
757085,Udala,Mayurbhanj,ODISHA
757107,Baripada,Mayurbhanj,ODISHA
757017,Betnoti,Mayurbhanj,ODISHA
757020,Rasgovindpur,Mayurbhanj,ODISHA
757073,Rasgovindpur,Mayurbhanj,ODISHA
757077,Udala,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757103,Barsahi,Mayurbhanj,ODISHA
757102,Udala,Mayurbhanj,ODISHA
757016,Rasgovindpur,Mayurbhanj,ODISHA
757106,Udala,Mayurbhanj,ODISHA
757024,Barsahi,Mayurbhanj,ODISHA
757051,Baripada,Mayurbhanj,ODISHA
757079,Udala,Mayurbhanj,ODISHA
757031,Baripada,Mayurbhanj,ODISHA
757049,Baripada,Mayurbhanj,ODISHA
757022,Baripada,Mayurbhanj,ODISHA
757003,Baripada,Mayurbhanj,ODISHA
757041,Udala,Mayurbhanj,ODISHA
757041,Udala,Mayurbhanj,ODISHA
757041,Udala,Mayurbhanj,ODISHA
757027,Udala,Mayurbhanj,ODISHA
757101,Udala,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757043,Rairangpur,Mayurbhanj,ODISHA
757047,Rairangpur,Mayurbhanj,ODISHA
757046,Bahalda,Mayurbhanj,ODISHA
757054,Bahalda,Mayurbhanj,ODISHA
757033,Rairangpur,Mayurbhanj,ODISHA
757048,Rairangpur,Mayurbhanj,ODISHA
757042,Rairangpur,Mayurbhanj,ODISHA
757050,Rairangpur,Mayurbhanj,ODISHA
757045,Rairangpur,Mayurbhanj,ODISHA
757034,Karanjia,Mayurbhanj,ODISHA
757014,Baripada,Mayurbhanj,ODISHA
757018,Rasgovindpur,Mayurbhanj,ODISHA
757021,Baripada,Mayurbhanj,ODISHA
757001,Baripada,Mayurbhanj,ODISHA
757075,Barsahi,Mayurbhanj,ODISHA
757082,Betnoti,Mayurbhanj,ODISHA
757023,Baripada,Mayurbhanj,ODISHA
757086,Baripada,Mayurbhanj,ODISHA
757093,Baripada,Mayurbhanj,ODISHA
757052,Betnoti,Mayurbhanj,ODISHA
757040,Udala,Mayurbhanj,ODISHA
757019,Udala,Mayurbhanj,ODISHA
757084,Baripada,Mayurbhanj,ODISHA
757029,Betnoti,Mayurbhanj,ODISHA
757105,Baripada,Mayurbhanj,ODISHA
757030,Baripada,Mayurbhanj,ODISHA
757081,Baripada,Mayurbhanj,ODISHA
757037,Karanjia,Mayurbhanj,ODISHA
757037,Karanjia,Mayurbhanj,ODISHA
757037,Karanjia,Mayurbhanj,ODISHA
757037,Karanjia,Mayurbhanj,ODISHA
757091,Karanjia,Mayurbhanj,ODISHA
757043,Rairangpur,Mayurbhanj,ODISHA
757043,Rairangpur,Mayurbhanj,ODISHA
757043,Rairangpur,Mayurbhanj,ODISHA
757035,Karanjia,Mayurbhanj,ODISHA
757039,Karanjia,Mayurbhanj,ODISHA
757036,Karanjia,Mayurbhanj,ODISHA
757038,Karanjia,Mayurbhanj,ODISHA
757053,Bahalda,Mayurbhanj,ODISHA
762022,Kalinga,Kandhamal,ODISHA
762017,Kantamal,Boudh,ODISHA
762012,Khajuripada,Kandhamal,ODISHA
762105,Kothagarh,Kandhamal,ODISHA
762109,Kurtamgarh,Kandhamal,ODISHA
762027,Linepada,Kandhamal,ODISHA
762001,Phulbani,Kandhamal,ODISHA
762014,Boudhraj,Boudh,ODISHA
762016,Manamunda,Boudh,ODISHA
762001,Phulbani,Kandhamal,ODISHA
762102,Nuagaon,Kandhamal,ODISHA
762103,Balliguda,Kandhamal,ODISHA
762001,Phulbani,Kandhamal,ODISHA
762112,Paburia,Kandhamal,ODISHA
762001,Phulbani,Kandhamal,ODISHA
762011,Phiringia,Kandhamal,ODISHA
762001,Phulbani,Kandhamal,ODISHA
762013,Purunakatak,Boudh,ODISHA
762101,Raikia,Kandhamal,ODISHA
762019,Sankarakhole,Kandhamal,ODISHA
762030,Baghiabahal,Boudh,ODISHA
762103,Balliguda,Kandhamal,ODISHA
762021,Bamunigaon,Kandhamal,ODISHA
762110,Barakhama,Kandhamal,ODISHA
762015,Bounsuni,Boudh,ODISHA
762024,Biranarasinghpur,Boudh,ODISHA
762014,Boudhraj,Boudh,ODISHA
762014,Boudhraj,Boudh,ODISHA
762014,Boudhraj,Boudh,ODISHA
762028,Chakapad,Kandhamal,ODISHA
762002,Phulbani,Kandhamal,ODISHA
762104,Daringbadi,Kandhamal,ODISHA
762018,Ghantapada,Boudh,ODISHA
762029,Gumagarh,Kandhamal,ODISHA
762020,Harabhanga,Boudh,ODISHA
762023,Jhadrajing,Boudh,ODISHA
762026,Sarsara,Boudh,ODISHA
762010,Tikabali,Kandhamal,ODISHA
762107,Tumudibandha,Kandhamal,ODISHA
762100,G.udayagiri,Kandhamal,ODISHA
762100,G.udayagiri,Kandhamal,ODISHA
752001,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
752002,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
752002,Puri,Puri,ODISHA
752014,Satyabai,Puri,ODISHA
752001,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
752003,Puri,Puri,ODISHA
752046,Satyabadi,Puri,ODISHA
752082,Nayagarh,Nayagarh,ODISHA
752089,Nayagarh,Nayagarh,ODISHA
752063,Bhapur,Nayagarh,ODISHA
752024,Ranpur,Nayagarh,ODISHA
752084,Daspalla,Nayagarh,ODISHA
752085,Daspalla,Nayagarh,ODISHA
752092,Ranapur,Nayagarh,ODISHA
752025,Ranpur,Nayagarh,ODISHA
752068,Nayagarh,Nayagarh,ODISHA
752078,Khandaparagarh,Nayagarh,ODISHA
752077,Khandaparagarh,Nayagarh,ODISHA
752090,Nayagarh,Nayagarh,ODISHA
752093,Nayagarh,Nayagarh,ODISHA
752094,Nayagarh,Nayagarh,ODISHA
752079,Nayagarh,Nayagarh,ODISHA
752070,Nayagarh,Nayagarh,ODISHA
752069,Nayagarh,Nayagarh,ODISHA
752083,Odagaon,Nayagarh,ODISHA
752081,Odagaon,Nayagarh,ODISHA
752065,Ranpur,Nayagarh,ODISHA
752026,Ranpur,Nayagarh,ODISHA
752080,Odagaon,Nayagarh,ODISHA
752091,Nayagarh,Nayagarh,ODISHA
752069,Nayagarh,Nayagarh,ODISHA
752001,Puri,Puri,ODISHA
752002,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
752013,Puri,Puri,ODISHA
752016,Puri,Puri,ODISHA
752011,Brahmagiri,Puri,ODISHA
752012,Puri,Puri,ODISHA
752002,Puri,Puri,ODISHA
752015,Puri,Puri,ODISHA
752045,Satyabadi,Puri,ODISHA
752001,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
752017,Puri,Puri,ODISHA
752001,Puri,Puri,ODISHA
768107,Jamankira,Sambalpur,ODISHA
768001,Sadar,Sambalpur,ODISHA
768105,Jujumura,Sambalpur,ODISHA
768019,Burla,Sambalpur,ODISHA
768003,Sadar,Sambalpur,ODISHA
768102,Attabira,Bargarh,ODISHA
768017,Burla,Sambalpur,ODISHA
768119,Debagarh,Debagarh,ODISHA
768106,Rairakhol,Sambalpur,ODISHA
768006,Sadar,Sambalpur,ODISHA
768109,Reamal,Debagarh,ODISHA
768200,Sambalpur,Sambalpur,ODISHA
768001,Sadar,Sambalpur,ODISHA
768031,Ambabhana,Bargarh,ODISHA
768027,Attabira,Bargarh,ODISHA
768028,Bargarh,Bargarh,ODISHA
768028,Bargarh,Bargarh,ODISHA
768029,Barapali,Bargarh,ODISHA
768038,Bargarh,Bargarh,ODISHA
768030,Bargarh,Bargarh,ODISHA
768104,Bargarh,Bargarh,ODISHA
768045,Ambabhana,Bargarh,ODISHA
768032,Bijepur,Bargarh,ODISHA
768052,Ambabhona,Bargarh,ODISHA
768037,Gaisilet,Bargarh,ODISHA
768034,Sohella,Bargarh,ODISHA
768042,Rajborasamber,Bargarh,ODISHA
768049,Rajborasamber,Bargarh,ODISHA
768048,Bijepur,Bargarh,ODISHA
768035,Rajborasamber,Bargarh,ODISHA
768050,Paikmal,Bargarh,ODISHA
768039,Paikmal,Bargarh,ODISHA
768036,Rajborasamber,Bargarh,ODISHA
768103,Bheden,Bargarh,ODISHA
768033,Sohella,Bargarh,ODISHA
768040,Bargarh,Bargarh,ODISHA
768220,Jharsuguda,Jharsuguda,ODISHA
768221,Bamra,Sambalpur,ODISHA
768211,Lakhanpur,Jharsuguda,ODISHA
768218,Belpahar,Jharsuguda,ODISHA
768217,Belpahar,Jharsuguda,ODISHA
768216,Brajarajnagar,Jharsuguda,ODISHA
768224,Govindpur,Sambalpur,ODISHA
768203,Jharsuguda,Jharsuguda,ODISHA
768234,Jharsuguda,Jharsuguda,ODISHA
768202,Jharsuguda,Jharsuguda,ODISHA
768213,Kolabira,Jharsuguda,ODISHA
768228,Mahulpalli,Sambalpur,ODISHA
768222,Kuchinda,Sambalpur,ODISHA
768227,Mahulpalli,Sambalpur,ODISHA
768215,Laikera,Jharsuguda,ODISHA
768214,Rengali,Sambalpur,ODISHA
768219,Lakhanpur,Jharsuguda,ODISHA
768204,Jharsuguda,Jharsuguda,ODISHA
768233,Brajarajnagar,Jharsuguda,ODISHA
768226,Lakhanpur,Jharsuguda,ODISHA
768225,Brajarajnagar,Jharsuguda,ODISHA
768212,Katarbaga,Sambalpur,ODISHA
768201,Jharsuguda,Jharsuguda,ODISHA
768216,Brajarajnagar,Jharsuguda,ODISHA
768201,Jharsuguda,Jharsuguda,ODISHA
768002,Sadar,Sambalpur,ODISHA
768004,Sambalpur,Sambalpur,ODISHA
768110,Barkote,Debagarh,ODISHA
768001,Sadar,Sambalpur,ODISHA
768004,Sadar,Sambalpur,ODISHA
768017,Dhankauda,Sambalpur,ODISHA
768026,Dhankauda,Sambalpur,ODISHA
768025,Dhankauda,Sambalpur,ODISHA
768113,Maneswar,Sambalpur,ODISHA
768005,Dhanupali,Sambalpur,ODISHA
768108,Deogarh,Debagarh,ODISHA
768018,Burla,Sambalpur,ODISHA
768111,Attabira,Bargarh,ODISHA
768121,Debagarh,Debagarh,ODISHA
768001,Sadar,Sambalpur,ODISHA
768115,Bheden,Bargarh,ODISHA
768112,Jamankira,Sambalpur,ODISHA
768016,Hirakud,Sambalpur,ODISHA
768020,Burla,Sambalpur,ODISHA
753002,Cuttack Sadar,Cuttack,ODISHA
754005,Cuttack Sadar,Cuttack,ODISHA
754006,Cuttack Sadar,Cuttack,ODISHA
753009,Cuttack Sadar,Cuttack,ODISHA
753014,Cuttack Sadar,Cuttack,ODISHA
753011,Cuttack Sadar,Cuttack,ODISHA
754002,Niali,Cuttack,ODISHA
754001,Cuttack Sadar,Cuttack,ODISHA
754003,Niali,Cuttack,ODISHA
754018,Niali,Cuttack,ODISHA
754105,Niali,Cuttack,ODISHA
754004,Niali,Cuttack,ODISHA
754010,Niali,Cuttack,ODISHA
754112,Cuttack Sadar,Cuttack,ODISHA
753006,Cuttack Sadar,Cuttack,ODISHA
753012,Cuttack Sadar,Cuttack,ODISHA
753010,Cuttack Sadar,Cuttack,ODISHA
753013,Cuttack Sadar,Cuttack,ODISHA
753004,Cuttack Sadar,Cuttack,ODISHA
753003,Cuttack Sadar,Cuttack,ODISHA
753008,Cuttack Sadar,Cuttack,ODISHA
753001,Cuttack Sadar,Cuttack,ODISHA
753001,Cuttack Sadar,Cuttack,ODISHA
753003,Cuttack Sadar,Cuttack,ODISHA
753004,Cuttack Sadar,Cuttack,ODISHA
753001,Cuttack Sadar,Cuttack,ODISHA
753001,Cuttack Sadar,Cuttack,ODISHA
753010,Cuttack Sadar,Cuttack,ODISHA
753003,Cuttack Sadar,Cuttack,ODISHA
753008,Cuttack Sadar,Cuttack,ODISHA
753012,Cuttack Sadar,Cuttack,ODISHA
753003,Cuttack Sadar,Cuttack,ODISHA
753001,Cuttack Sadar,Cuttack,ODISHA
